Strategy: SHORTEST_QUEUE
Task sleeping: ID-124 A-73 S-7
Task taken: ID-195 A-66 S-3
Task sleeping: ID-54 A-68 S-3
Task taken: ID-997 A-66 S-5
Task sleeping: ID-619 A-71 S-3
Task taken: ID-723 A-76 S-8
Task sleeping: ID-184 A-78 S-8
Task taken: ID-209 A-65 S-10
Task sleeping: ID-734 A-68 S-4
Task taken: ID-586 A-72 S-10
Task sleeping: ID-549 A-75 S-3
Task taken: ID-406 A-68 S-11
Task sleeping: ID-389 A-69 S-9
Task taken: ID-377 A-66 S-7
Task sleeping: ID-134 A-70 S-10
Task taken: ID-51 A-70 S-10
Task sleeping: ID-905 A-70 S-7
Task taken: ID-842 A-72 S-9
Task sleeping: ID-894 A-75 S-10
Task taken: ID-441 A-64 S-5
Task sleeping: ID-855 A-66 S-4
Task taken: ID-202 A-66 S-11
Task sleeping: ID-854 A-69 S-10
Task taken: ID-54 A-68 S-3
Task sleeping: ID-74 A-71 S-11
Task taken: ID-619 A-71 S-3
Task sleeping: ID-39 A-73 S-4
Task taken: ID-697 A-72 S-7
Task taken: ID-549 A-75 S-3
Task sleeping: ID-448 A-78 S-10
Task sleeping: ID-200 A-75 S-5
Task taken: ID-734 A-68 S-4
Task sleeping: ID-94 A-71 S-10
Task taken: ID-820 A-67 S-11
Task sleeping: ID-805 A-69 S-4
Task taken: ID-79 A-72 S-6
Task sleeping: ID-412 A-72 S-8
Task taken: ID-533 A-76 S-6
Task sleeping: ID-870 A-77 S-5
Task taken: ID-218 A-72 S-6
Task sleeping: ID-996 A-73 S-4
Task taken: ID-855 A-66 S-4
Task sleeping: ID-899 A-67 S-7
Task taken: ID-124 A-73 S-7
Task sleeping: ID-376 A-74 S-8
Task taken: ID-62 A-74 S-11
Task sleeping: ID-398 A-75 S-8
Task taken: ID-39 A-73 S-4
Task sleeping: ID-638 A-73 S-5
Task taken: ID-636 A-70 S-11
Task sleeping: ID-946 A-71 S-8
Task taken: ID-184 A-78 S-8
Task sleeping: ID-196 A-79 S-5
Task taken: ID-905 A-70 S-7
Task sleeping: ID-151 A-73 S-5
Task taken: ID-805 A-69 S-4
Task taken: ID-200 A-75 S-5
Task sleeping: ID-649 A-75 S-5
Task sleeping: ID-937 A-72 S-5
Task taken: ID-915 A-63 S-10
Task sleeping: ID-53 A-66 S-10
Task taken: ID-996 A-73 S-4
Task sleeping: ID-225 A-74 S-6
Task taken: ID-389 A-69 S-9
Task sleeping: ID-846 A-71 S-10
Task taken: ID-870 A-77 S-5
Task sleeping: ID-923 A-78 S-6
Task taken: ID-134 A-70 S-10
Task sleeping: ID-250 A-71 S-3
Task taken: ID-894 A-75 S-10
Task sleeping: ID-298 A-76 S-6
Task taken: ID-638 A-73 S-5
Task sleeping: ID-614 A-76 S-7
Task taken: ID-854 A-69 S-10
Task sleeping: ID-977 A-72 S-7
Task taken: ID-412 A-72 S-8
Task sleeping: ID-973 A-74 S-9
Task taken: ID-899 A-67 S-7
Task sleeping: ID-337 A-71 S-11
Task taken: ID-196 A-79 S-5
Task sleeping: ID-861 A-81 S-11
Task taken: ID-151 A-73 S-5
Task sleeping: ID-67 A-76 S-10
Task taken: ID-649 A-75 S-5
Task taken: ID-448 A-78 S-10
Task taken: ID-937 A-72 S-5
Task sleeping: ID-30 A-78 S-7
Task sleeping: ID-241 A-75 S-5
Task sleeping: ID-47 A-79 S-9
Task taken: ID-74 A-71 S-11
Task sleeping: ID-767 A-71 S-7
Task taken: ID-250 A-71 S-3
Task sleeping: ID-176 A-73 S-4
Task taken: ID-376 A-74 S-8
Task sleeping: ID-126 A-76 S-3
Task taken: ID-94 A-71 S-10
Task sleeping: ID-332 A-72 S-3
Task taken: ID-398 A-75 S-8
Task sleeping: ID-446 A-78 S-9
Task taken: ID-946 A-71 S-8
Task sleeping: ID-630 A-74 S-6
Task taken: ID-225 A-74 S-6
Task sleeping: ID-617 A-76 S-7
Task taken: ID-923 A-78 S-6
Task sleeping: ID-223 A-80 S-10
Task taken: ID-126 A-76 S-3
Task sleeping: ID-701 A-76 S-8
Task taken: ID-332 A-72 S-3
Task sleeping: ID-781 A-74 S-7
Task taken: ID-298 A-76 S-6
Task sleeping: ID-667 A-78 S-3
Task taken: ID-176 A-73 S-4
Task sleeping: ID-409 A-76 S-8
Task taken: ID-241 A-75 S-5
Task sleeping: ID-955 A-75 S-4
Task taken: ID-53 A-66 S-10
Task sleeping: ID-397 A-66 S-9
Task taken: ID-614 A-76 S-7
Task sleeping: ID-940 A-78 S-6
Task taken: ID-977 A-72 S-7
Task sleeping: ID-149 A-74 S-3
Task taken: ID-846 A-71 S-10
Task sleeping: ID-527 A-74 S-4
Task taken: ID-30 A-78 S-7
Task sleeping: ID-576 A-78 S-6
Task taken: ID-767 A-71 S-7
Task taken: ID-667 A-78 S-3
Task sleeping: ID-516 A-74 S-9
Task sleeping: ID-932 A-79 S-9
Task taken: ID-630 A-74 S-6
Task sleeping: ID-346 A-75 S-4
Task taken: ID-973 A-74 S-9
Task sleeping: ID-234 A-78 S-5
Task taken: ID-617 A-76 S-7
Task sleeping: ID-948 A-78 S-3
Task taken: ID-149 A-74 S-3
Task sleeping: ID-324 A-76 S-11
Task taken: ID-47 A-79 S-9
Task sleeping: ID-612 A-79 S-6
Task taken: ID-955 A-75 S-4
Task sleeping: ID-791 A-78 S-4
Task taken: ID-67 A-76 S-10
Task sleeping: ID-404 A-76 S-6
Task taken: ID-446 A-78 S-9
Task sleeping: ID-609 A-79 S-8
Task taken: ID-527 A-74 S-4
Task sleeping: ID-785 A-76 S-4
Task taken: ID-337 A-71 S-11
Task sleeping: ID-90 A-72 S-4
Task taken: ID-861 A-81 S-11
Task sleeping: ID-303 A-85 S-10
Task taken: ID-781 A-74 S-7
Task sleeping: ID-902 A-76 S-11
Task taken: ID-940 A-78 S-6
Task sleeping: ID-430 A-81 S-4
Task taken: ID-346 A-75 S-4
Task sleeping: ID-840 A-76 S-7
Task taken: ID-948 A-78 S-3
Task sleeping: ID-466 A-81 S-4
Task taken: ID-701 A-76 S-8
Task sleeping: ID-87 A-79 S-10
Task taken: ID-223 A-80 S-10
Task sleeping: ID-252 A-81 S-10
Task taken: ID-409 A-76 S-8
Task sleeping: ID-852 A-78 S-4
Task taken: ID-576 A-78 S-6
Task sleeping: ID-920 A-79 S-4
Task taken: ID-791 A-78 S-4
Task sleeping: ID-258 A-80 S-8
Task taken: ID-234 A-78 S-5
Task sleeping: ID-517 A-79 S-6
Task taken: ID-785 A-76 S-4
Task sleeping: ID-24 A-79 S-3
Task taken: ID-397 A-66 S-9
Task sleeping: ID-286 A-71 S-6
Task taken: ID-90 A-72 S-4
Task sleeping: ID-503 A-73 S-3
Task taken: ID-612 A-79 S-6
Task sleeping: ID-72 A-82 S-8
Task taken: ID-430 A-81 S-4
Task sleeping: ID-86 A-84 S-6
Task taken: ID-466 A-81 S-4
Task sleeping: ID-501 A-82 S-8
Task taken: ID-404 A-76 S-6
Task sleeping: ID-827 A-78 S-3
Task taken: ID-932 A-79 S-9
Task taken: ID-516 A-74 S-9
Task sleeping: ID-671 A-80 S-5
Task sleeping: ID-704 A-76 S-4
Task taken: ID-852 A-78 S-4
Task sleeping: ID-73 A-79 S-8
Task taken: ID-920 A-79 S-4
Task sleeping: ID-679 A-83 S-7
Task taken: ID-24 A-79 S-3
Task sleeping: ID-282 A-79 S-11
Task taken: ID-503 A-73 S-3
Task sleeping: ID-583 A-76 S-9
Task taken: ID-609 A-79 S-8
Task sleeping: ID-6 A-83 S-9
Task taken: ID-840 A-76 S-7
Task sleeping: ID-219 A-78 S-3
Task taken: ID-827 A-78 S-3
Task sleeping: ID-729 A-80 S-9
Task taken: ID-517 A-79 S-6
Task sleeping: ID-525 A-80 S-6
Task taken: ID-324 A-76 S-11
Task sleeping: ID-792 A-78 S-4
Task taken: ID-704 A-76 S-4
Task sleeping: ID-117 A-79 S-7
Task taken: ID-286 A-71 S-6
Task sleeping: ID-182 A-73 S-3
Task taken: ID-303 A-85 S-10
Task sleeping: ID-128 A-86 S-6
Task taken: ID-258 A-80 S-8
Task sleeping: ID-672 A-80 S-6
Task taken: ID-671 A-80 S-5
Task sleeping: ID-934 A-83 S-7
Task taken: ID-86 A-84 S-6
Task sleeping: ID-481 A-84 S-9
Task taken: ID-219 A-78 S-3
Task sleeping: ID-359 A-79 S-4
Task taken: ID-87 A-79 S-10
Task sleeping: ID-314 A-80 S-6
Task taken: ID-902 A-76 S-11
Task sleeping: ID-365 A-79 S-3
Task taken: ID-252 A-81 S-10
Task sleeping: ID-224 A-82 S-5
Task taken: ID-72 A-82 S-8
Task sleeping: ID-496 A-83 S-6
Task taken: ID-182 A-73 S-3
Task sleeping: ID-306 A-75 S-6
Task taken: ID-501 A-82 S-8
Task sleeping: ID-515 A-84 S-6
Task taken: ID-792 A-78 S-4
Task sleeping: ID-45 A-80 S-11
Task taken: ID-679 A-83 S-7
Task sleeping: ID-668 A-85 S-8
Task taken: ID-73 A-79 S-8
Task sleeping: ID-737 A-80 S-5
Task taken: ID-365 A-79 S-3
Task sleeping: ID-214 A-81 S-4
Task taken: ID-525 A-80 S-6
Task sleeping: ID-453 A-83 S-11
Task taken: ID-359 A-79 S-4
Task sleeping: ID-100 A-81 S-3
Task taken: ID-583 A-76 S-9
Task sleeping: ID-930 A-78 S-5
Task taken: ID-128 A-86 S-6
Task sleeping: ID-304 A-87 S-7
Task taken: ID-6 A-83 S-9
Task sleeping: ID-478 A-83 S-4
Task taken: ID-672 A-80 S-6
Task sleeping: ID-970 A-83 S-3
Task taken: ID-117 A-79 S-7
Task sleeping: ID-514 A-80 S-7
Task taken: ID-224 A-82 S-5
Task sleeping: ID-313 A-84 S-6
Task taken: ID-314 A-80 S-6
Task sleeping: ID-566 A-81 S-5
Task taken: ID-729 A-80 S-9
Task sleeping: ID-175 A-82 S-3
Task taken: ID-282 A-79 S-11
Task taken: ID-934 A-83 S-7
Task sleeping: ID-691 A-85 S-9
Task sleeping: ID-987 A-81 S-4
Task taken: ID-100 A-81 S-3
Task sleeping: ID-608 A-82 S-8
Task taken: ID-214 A-81 S-4
Task sleeping: ID-695 A-82 S-8
Task taken: ID-496 A-83 S-6
Task sleeping: ID-654 A-85 S-11
Task taken: ID-306 A-75 S-6
Task sleeping: ID-461 A-76 S-3
Task taken: ID-737 A-80 S-5
Task sleeping: ID-263 A-84 S-11
Task taken: ID-515 A-84 S-6
Task sleeping: ID-119 A-86 S-9
Task taken: ID-970 A-83 S-3
Task sleeping: ID-700 A-85 S-3
Task taken: ID-481 A-84 S-9
Task sleeping: ID-97 A-86 S-6
Task taken: ID-175 A-82 S-3
Task sleeping: ID-231 A-84 S-6
Task taken: ID-478 A-83 S-4
Task sleeping: ID-601 A-85 S-5
Task taken: ID-930 A-78 S-5
Task sleeping: ID-264 A-80 S-5
Task taken: ID-668 A-85 S-8
Task sleeping: ID-273 A-87 S-4
Task taken: ID-987 A-81 S-4
Task sleeping: ID-338 A-85 S-11
Task taken: ID-461 A-76 S-3
Task sleeping: ID-859 A-78 S-7
Task taken: ID-566 A-81 S-5
Task sleeping: ID-375 A-83 S-3
Task taken: ID-700 A-85 S-3
Task sleeping: ID-276 A-87 S-3
Task taken: ID-313 A-84 S-6
Task sleeping: ID-208 A-86 S-8
Task taken: ID-304 A-87 S-7
Task sleeping: ID-513 A-89 S-11
Task taken: ID-514 A-80 S-7
Task sleeping: ID-627 A-81 S-7
Task taken: ID-45 A-80 S-11
Task sleeping: ID-722 A-80 S-7
Task taken: ID-375 A-83 S-3
Task sleeping: ID-956 A-84 S-3
Task taken: ID-601 A-85 S-5
Task sleeping: ID-871 A-87 S-3
Task taken: ID-273 A-87 S-4
Task sleeping: ID-60 A-88 S-9
Task taken: ID-276 A-87 S-3
Task sleeping: ID-156 A-88 S-6
Task taken: ID-453 A-83 S-11
Task sleeping: ID-5 A-85 S-7
Task taken: ID-97 A-86 S-6
Task sleeping: ID-431 A-86 S-10
Task taken: ID-608 A-82 S-8
Task sleeping: ID-413 A-85 S-6
Task taken: ID-264 A-80 S-5
Task sleeping: ID-349 A-81 S-9
Task taken: ID-695 A-82 S-8
Task sleeping: ID-475 A-85 S-5
Task taken: ID-231 A-84 S-6
Task sleeping: ID-811 A-85 S-3
Task taken: ID-691 A-85 S-9
Task sleeping: ID-129 A-88 S-11
Task taken: ID-119 A-86 S-9
Task sleeping: ID-465 A-86 S-4
Task taken: ID-956 A-84 S-3
Task sleeping: ID-479 A-86 S-7
Task taken: ID-871 A-87 S-3
Task sleeping: ID-831 A-89 S-9
Task taken: ID-859 A-78 S-7
Task sleeping: ID-952 A-80 S-3
Task taken: ID-811 A-85 S-3
Task sleeping: ID-384 A-88 S-6
Task taken: ID-654 A-85 S-11
Task sleeping: ID-179 A-87 S-10
Task taken: ID-263 A-84 S-11
Task sleeping: ID-824 A-85 S-4
Task taken: ID-627 A-81 S-7
Task sleeping: ID-994 A-84 S-10
Task taken: ID-208 A-86 S-8
Task sleeping: ID-795 A-88 S-5
Task taken: ID-475 A-85 S-5
Task sleeping: ID-115 A-87 S-7
Task taken: ID-722 A-80 S-7
Task sleeping: ID-280 A-83 S-11
Task taken: ID-156 A-88 S-6
Task sleeping: ID-432 A-90 S-7
Task taken: ID-952 A-80 S-3
Task sleeping: ID-33 A-84 S-9
Task taken: ID-413 A-85 S-6
Task sleeping: ID-434 A-87 S-4
Task taken: ID-465 A-86 S-4
Task sleeping: ID-429 A-89 S-11
Task taken: ID-338 A-85 S-11
Task sleeping: ID-386 A-87 S-9
Task taken: ID-5 A-85 S-7
Task sleeping: ID-499 A-85 S-5
Task taken: ID-824 A-85 S-4
Task sleeping: ID-171 A-86 S-8
Task taken: ID-513 A-89 S-11
Task sleeping: ID-279 A-92 S-10
Task taken: ID-60 A-88 S-9
Task sleeping: ID-210 A-90 S-4
Task taken: ID-349 A-81 S-9
Task sleeping: ID-459 A-84 S-7
Task taken: ID-479 A-86 S-7
Task sleeping: ID-181 A-89 S-6
Task taken: ID-384 A-88 S-6
Task sleeping: ID-57 A-90 S-5
Task taken: ID-795 A-88 S-5
Task sleeping: ID-291 A-89 S-8
Task taken: ID-431 A-86 S-10
Task sleeping: ID-953 A-88 S-7
Task taken: ID-434 A-87 S-4
Task sleeping: ID-228 A-89 S-10
Task taken: ID-831 A-89 S-9
Task sleeping: ID-318 A-91 S-5
Task taken: ID-499 A-85 S-5
Task taken: ID-129 A-88 S-11
Task sleeping: ID-287 A-90 S-11
Task sleeping: ID-664 A-87 S-10
Task taken: ID-115 A-87 S-7
Task sleeping: ID-440 A-87 S-8
Task taken: ID-432 A-90 S-7
Task taken: ID-210 A-90 S-4
Task sleeping: ID-548 A-93 S-11
Task sleeping: ID-551 A-93 S-5
Task taken: ID-179 A-87 S-10
Task sleeping: ID-914 A-87 S-8
Task taken: ID-57 A-90 S-5
Task sleeping: ID-753 A-90 S-3
Task taken: ID-994 A-84 S-10
Task sleeping: ID-764 A-86 S-9
Task taken: ID-33 A-84 S-9
Task sleeping: ID-274 A-84 S-5
Task taken: ID-181 A-89 S-6
Task sleeping: ID-464 A-89 S-7
Task taken: ID-386 A-87 S-9
Task sleeping: ID-21 A-88 S-5
Task taken: ID-171 A-86 S-8
Task sleeping: ID-425 A-88 S-7
Task taken: ID-459 A-84 S-7
Task sleeping: ID-247 A-86 S-6
Task taken: ID-280 A-83 S-11
Task sleeping: ID-148 A-84 S-9
Task taken: ID-318 A-91 S-5
Task sleeping: ID-436 A-93 S-5
Task taken: ID-953 A-88 S-7
Task sleeping: ID-69 A-91 S-9
Task taken: ID-429 A-89 S-11
Task sleeping: ID-206 A-91 S-5
Task taken: ID-753 A-90 S-3
Task sleeping: ID-494 A-94 S-11
Task taken: ID-551 A-93 S-5
Task sleeping: ID-147 A-94 S-5
Task taken: ID-291 A-89 S-8
Task sleeping: ID-678 A-91 S-6
Task taken: ID-279 A-92 S-10
Task sleeping: ID-604 A-92 S-11
Task taken: ID-274 A-84 S-5
Task sleeping: ID-863 A-85 S-5
Task taken: ID-228 A-89 S-10
Task sleeping: ID-645 A-89 S-6
Task taken: ID-440 A-87 S-8
Task sleeping: ID-748 A-89 S-10
Task taken: ID-21 A-88 S-5
Task sleeping: ID-607 A-89 S-3
Task taken: ID-436 A-93 S-5
Task taken: ID-914 A-87 S-8
Task sleeping: ID-141 A-94 S-10
Task sleeping: ID-96 A-90 S-7
Task taken: ID-664 A-87 S-10
Task sleeping: ID-759 A-89 S-7
Task taken: ID-206 A-91 S-5
Task sleeping: ID-896 A-91 S-9
Task taken: ID-247 A-86 S-6
Task sleeping: ID-167 A-88 S-3
Task taken: ID-464 A-89 S-7
Task sleeping: ID-913 A-91 S-9
Task taken: ID-147 A-94 S-5
Task sleeping: ID-511 A-97 S-11
Task taken: ID-287 A-90 S-11
Task sleeping: ID-449 A-91 S-8
Task taken: ID-425 A-88 S-7
Task sleeping: ID-529 A-91 S-11
Task taken: ID-764 A-86 S-9
Task taken: ID-548 A-93 S-11
Task sleeping: ID-867 A-93 S-5
Task sleeping: ID-285 A-87 S-7
Task taken: ID-607 A-89 S-3
Task sleeping: ID-613 A-92 S-8
Task taken: ID-678 A-91 S-6
Task sleeping: ID-442 A-92 S-9
Task taken: ID-863 A-85 S-5
Task sleeping: ID-726 A-88 S-5
Task taken: ID-167 A-88 S-3
Task sleeping: ID-883 A-88 S-7
Task taken: ID-148 A-84 S-9
Task sleeping: ID-739 A-85 S-10
Task taken: ID-69 A-91 S-9
Task sleeping: ID-777 A-91 S-5
Task taken: ID-645 A-89 S-6
Task sleeping: ID-624 A-92 S-3
Task taken: ID-494 A-94 S-11
Task sleeping: ID-819 A-97 S-4
Task taken: ID-96 A-90 S-7
Task sleeping: ID-532 A-93 S-4
Task taken: ID-867 A-93 S-5
Task sleeping: ID-477 A-96 S-8
Task taken: ID-759 A-89 S-7
Task sleeping: ID-804 A-92 S-8
Task taken: ID-624 A-92 S-3
Task sleeping: ID-261 A-93 S-11
Task taken: ID-604 A-92 S-11
Task sleeping: ID-895 A-95 S-6
Task taken: ID-726 A-88 S-5
Task sleeping: ID-591 A-91 S-3
Task taken: ID-748 A-89 S-10
Task sleeping: ID-788 A-92 S-9
Task taken: ID-285 A-87 S-7
Task sleeping: ID-484 A-89 S-3
Task taken: ID-449 A-91 S-8
Task sleeping: ID-727 A-93 S-9
Task taken: ID-777 A-91 S-5
Task sleeping: ID-320 A-95 S-3
Task taken: ID-896 A-91 S-9
Task sleeping: ID-595 A-95 S-5
Task taken: ID-913 A-91 S-9
Task sleeping: ID-640 A-95 S-5
Task taken: ID-141 A-94 S-10
Task sleeping: ID-848 A-96 S-5
Task taken: ID-613 A-92 S-8
Task sleeping: ID-98 A-93 S-9
Task taken: ID-883 A-88 S-7
Task sleeping: ID-730 A-91 S-11
Task taken: ID-819 A-97 S-4
Task sleeping: ID-92 A-100 S-5
Task taken: ID-532 A-93 S-4
Task sleeping: ID-66 A-95 S-10
Task taken: ID-442 A-92 S-9
Task sleeping: ID-990 A-94 S-5
Task taken: ID-591 A-91 S-3
Task sleeping: ID-18 A-93 S-6
Task taken: ID-511 A-97 S-11
Task sleeping: ID-68 A-98 S-9
Task taken: ID-484 A-89 S-3
Task sleeping: ID-272 A-92 S-3
Task taken: ID-320 A-95 S-3
Task sleeping: ID-841 A-98 S-6
Task taken: ID-529 A-91 S-11
Task sleeping: ID-8 A-93 S-6
Task taken: ID-895 A-95 S-6
Task sleeping: ID-495 A-97 S-5
Task taken: ID-739 A-85 S-10
Task sleeping: ID-207 A-88 S-11
Task taken: ID-595 A-95 S-5
Task sleeping: ID-901 A-98 S-3
Task taken: ID-640 A-95 S-5
Task sleeping: ID-454 A-97 S-5
Task taken: ID-848 A-96 S-5
Task sleeping: ID-342 A-99 S-5
Task taken: ID-477 A-96 S-8
Task sleeping: ID-556 A-97 S-4
Task taken: ID-804 A-92 S-8
Task taken: ID-272 A-92 S-3
Task sleeping: ID-599 A-92 S-4
Task sleeping: ID-812 A-93 S-10
Task taken: ID-92 A-100 S-5
Task sleeping: ID-969 A-100 S-10
Task taken: ID-990 A-94 S-5
Task sleeping: ID-132 A-95 S-8
Task taken: ID-18 A-93 S-6
Task sleeping: ID-741 A-94 S-4
Task taken: ID-901 A-98 S-3
Task sleeping: ID-521 A-99 S-4
Task taken: ID-788 A-92 S-9
Task sleeping: ID-426 A-96 S-5
Task taken: ID-727 A-93 S-9
Task sleeping: ID-75 A-97 S-5
Task taken: ID-841 A-98 S-6
Task sleeping: ID-120 A-100 S-3
Task taken: ID-8 A-93 S-6
Task sleeping: ID-597 A-94 S-10
Task taken: ID-261 A-93 S-11
Task sleeping: ID-733 A-96 S-6
Task taken: ID-495 A-97 S-5
Task sleeping: ID-554 A-99 S-4
Task taken: ID-98 A-93 S-9
Task taken: ID-556 A-97 S-4
Task sleeping: ID-217 A-96 S-7
Task sleeping: ID-942 A-100 S-6
Task taken: ID-599 A-92 S-4
Task sleeping: ID-756 A-95 S-7
Task taken: ID-454 A-97 S-5
Task sleeping: ID-907 A-98 S-5
Task taken: ID-342 A-99 S-5
Task sleeping: ID-194 A-100 S-5
Task taken: ID-66 A-95 S-10
Task taken: ID-68 A-98 S-9
Task sleeping: ID-922 A-96 S-4
Task sleeping: ID-916 A-100 S-6
Task taken: ID-741 A-94 S-4
Task sleeping: ID-371 A-98 S-3
Task taken: ID-120 A-100 S-3
Task sleeping: ID-888 A-101 S-10
Task taken: ID-521 A-99 S-4
Task taken: ID-730 A-91 S-11
Task sleeping: ID-256 A-95 S-10
Task sleeping: ID-159 A-101 S-11
Task taken: ID-554 A-99 S-4
Task sleeping: ID-677 A-102 S-4
Task taken: ID-426 A-96 S-5
Task sleeping: ID-754 A-96 S-3
Task taken: ID-75 A-97 S-5
Task sleeping: ID-553 A-97 S-10
Task taken: ID-132 A-95 S-8
Task sleeping: ID-653 A-98 S-9
Task taken: ID-371 A-98 S-3
Task sleeping: ID-353 A-99 S-3
Task taken: ID-733 A-96 S-6
Task sleeping: ID-776 A-99 S-10
Task taken: ID-907 A-98 S-5
Task sleeping: ID-61 A-101 S-5
Task taken: ID-207 A-88 S-11
Task sleeping: ID-257 A-89 S-11
Task taken: ID-194 A-100 S-5
Task taken: ID-922 A-96 S-4
Task sleeping: ID-36 A-98 S-5
Task sleeping: ID-833 A-103 S-4
Task taken: ID-942 A-100 S-6
Task taken: ID-812 A-93 S-10
Task sleeping: ID-666 A-104 S-4
Task sleeping: ID-828 A-96 S-7
Task taken: ID-754 A-96 S-3
Task sleeping: ID-882 A-99 S-10
Task taken: ID-969 A-100 S-10
Task sleeping: ID-786 A-104 S-4
Task taken: ID-217 A-96 S-7
Task sleeping: ID-725 A-96 S-3
Task taken: ID-756 A-95 S-7
Task sleeping: ID-567 A-96 S-7
Task taken: ID-677 A-102 S-4
Task sleeping: ID-201 A-104 S-5
Task taken: ID-916 A-100 S-6
Task sleeping: ID-950 A-103 S-4
Task taken: ID-353 A-99 S-3
Task sleeping: ID-122 A-101 S-6
Task taken: ID-597 A-94 S-10
Task sleeping: ID-123 A-98 S-6
Task taken: ID-833 A-103 S-4
Task sleeping: ID-226 A-106 S-5
Task taken: ID-666 A-104 S-4
Task taken: ID-725 A-96 S-3
Task sleeping: ID-174 A-105 S-8
Task sleeping: ID-561 A-99 S-11
Task taken: ID-61 A-101 S-5
Task sleeping: ID-945 A-101 S-10
Task taken: ID-786 A-104 S-4
Task sleeping: ID-372 A-107 S-11
Task taken: ID-36 A-98 S-5
Task sleeping: ID-471 A-100 S-7
Task taken: ID-950 A-103 S-4
Task sleeping: ID-519 A-104 S-7
Task taken: ID-888 A-101 S-10
Task sleeping: ID-473 A-105 S-11
Task taken: ID-256 A-95 S-10
Task sleeping: ID-698 A-98 S-7
Task taken: ID-201 A-104 S-5
Task sleeping: ID-780 A-105 S-5
Task taken: ID-828 A-96 S-7
Task sleeping: ID-936 A-99 S-7
Task taken: ID-159 A-101 S-11
Task sleeping: ID-900 A-101 S-6
Task taken: ID-553 A-97 S-10
Task sleeping: ID-931 A-100 S-7
Task taken: ID-567 A-96 S-7
Task sleeping: ID-964 A-98 S-4
Task taken: ID-653 A-98 S-9
Task sleeping: ID-394 A-99 S-7
Task taken: ID-122 A-101 S-6
Task sleeping: ID-958 A-104 S-7
Task taken: ID-226 A-106 S-5
Task sleeping: ID-560 A-108 S-10
Task taken: ID-123 A-98 S-6
Task sleeping: ID-845 A-100 S-11
Task taken: ID-776 A-99 S-10
Task sleeping: ID-186 A-100 S-5
Task taken: ID-882 A-99 S-10
Task sleeping: ID-460 A-103 S-8
Task taken: ID-257 A-89 S-11
Task sleeping: ID-546 A-90 S-6
Task taken: ID-780 A-105 S-5
Task sleeping: ID-114 A-107 S-7
Task taken: ID-471 A-100 S-7
Task sleeping: ID-875 A-103 S-10
Task taken: ID-174 A-105 S-8
Task sleeping: ID-865 A-106 S-4
Task taken: ID-964 A-98 S-4
Task sleeping: ID-611 A-102 S-8
Task taken: ID-519 A-104 S-7
Task sleeping: ID-742 A-106 S-5
Task taken: ID-900 A-101 S-6
Task taken: ID-698 A-98 S-7
Task sleeping: ID-530 A-105 S-11
Task sleeping: ID-422 A-99 S-3
Task taken: ID-936 A-99 S-7
Task sleeping: ID-232 A-102 S-10
Task taken: ID-186 A-100 S-5
Task sleeping: ID-373 A-103 S-7
Task taken: ID-945 A-101 S-10
Task sleeping: ID-559 A-105 S-8
Task taken: ID-561 A-99 S-11
Task taken: ID-931 A-100 S-7
Task sleeping: ID-999 A-103 S-10
Task sleeping: ID-989 A-102 S-10
Task taken: ID-394 A-99 S-7
Task sleeping: ID-651 A-101 S-10
Task taken: ID-958 A-104 S-7
Task sleeping: ID-562 A-107 S-6
Task taken: ID-372 A-107 S-11
Task sleeping: ID-980 A-108 S-3
Task taken: ID-865 A-106 S-4
Task sleeping: ID-743 A-108 S-9
Task taken: ID-422 A-99 S-3
Task sleeping: ID-886 A-101 S-6
Task taken: ID-546 A-90 S-6
Task sleeping: ID-330 A-94 S-4
Task taken: ID-473 A-105 S-11
Task sleeping: ID-712 A-107 S-6
Task taken: ID-742 A-106 S-5
Task sleeping: ID-618 A-108 S-9
Task taken: ID-114 A-107 S-7
Task sleeping: ID-906 A-107 S-6
Task taken: ID-460 A-103 S-8
Task sleeping: ID-968 A-105 S-5
Task taken: ID-980 A-108 S-3
Task taken: ID-560 A-108 S-10
Task sleeping: ID-462 A-109 S-8
Task taken: ID-611 A-102 S-8
Task sleeping: ID-139 A-103 S-3
Task taken: ID-845 A-100 S-11
Task sleeping: ID-80 A-101 S-3
Task taken: ID-330 A-94 S-4
Task sleeping: ID-190 A-97 S-8
Task taken: ID-562 A-107 S-6
Task sleeping: ID-652 A-109 S-8
Task taken: ID-373 A-103 S-7
Task sleeping: ID-13 A-105 S-4
Task taken: ID-875 A-103 S-10
Task sleeping: ID-43 A-106 S-5
Task taken: ID-886 A-101 S-6
Task sleeping: ID-347 A-105 S-11
Task taken: ID-559 A-105 S-8
Task sleeping: ID-814 A-107 S-3
Task taken: ID-139 A-103 S-3
Task sleeping: ID-772 A-105 S-9
Task taken: ID-712 A-107 S-6
Task sleeping: ID-260 A-109 S-7
Task taken: ID-80 A-101 S-3
Task sleeping: ID-136 A-103 S-5
Task taken: ID-968 A-105 S-5
Task sleeping: ID-381 A-106 S-10
Task taken: ID-232 A-102 S-10
Task sleeping: ID-655 A-103 S-4
Task taken: ID-530 A-105 S-11
Task sleeping: ID-771 A-107 S-9
Task taken: ID-906 A-107 S-6
Task taken: ID-999 A-103 S-10
Task taken: ID-989 A-102 S-10
Task sleeping: ID-328 A-103 S-7
Task sleeping: ID-790 A-106 S-4
Task taken: ID-743 A-108 S-9
