Strategy: SHORTEST_TIME
Task taken: ID-86 A-69 S-6
Task sleeping: ID-939 A-70 S-10
Task sleeping: ID-171 A-75 S-3
Task taken: ID-26 A-67 S-3
Task sleeping: ID-357 A-67 S-7
Task taken: ID-12 A-66 S-8
Task sleeping: ID-405 A-67 S-9
Task taken: ID-727 A-68 S-6
Task sleeping: ID-500 A-70 S-4
Task taken: ID-781 A-67 S-3
Task sleeping: ID-982 A-69 S-9
Task taken: ID-403 A-63 S-3
Task sleeping: ID-431 A-66 S-9
Task taken: ID-568 A-69 S-6
Task sleeping: ID-263 A-70 S-7
Task taken: ID-742 A-65 S-5
Task sleeping: ID-716 A-67 S-4
Task taken: ID-885 A-68 S-6
Task sleeping: ID-625 A-70 S-10
Task taken: ID-115 A-66 S-10
Task sleeping: ID-764 A-67 S-8
Task taken: ID-171 A-75 S-3
Task sleeping: ID-83 A-78 S-9
Task taken: ID-201 A-70 S-11
Task sleeping: ID-316 A-71 S-6
Task taken: ID-777 A-66 S-8
Task sleeping: ID-337 A-69 S-8
Task taken: ID-743 A-69 S-8
Task sleeping: ID-947 A-71 S-3
Task taken: ID-500 A-70 S-4
Task sleeping: ID-130 A-72 S-4
Task taken: ID-87 A-68 S-10
Task sleeping: ID-237 A-69 S-4
Task taken: ID-716 A-67 S-4
Task sleeping: ID-519 A-68 S-6
Task taken: ID-361 A-70 S-9
Task sleeping: ID-991 A-71 S-7
Task taken: ID-589 A-66 S-9
Task sleeping: ID-744 A-68 S-9
Task taken: ID-899 A-71 S-11
Task sleeping: ID-678 A-73 S-4
Task taken: ID-430 A-69 S-8
Task sleeping: ID-30 A-71 S-8
Task taken: ID-357 A-67 S-7
Task sleeping: ID-435 A-69 S-7
Task taken: ID-947 A-71 S-3
Task sleeping: ID-734 A-73 S-4
Task taken: ID-506 A-69 S-10
Task sleeping: ID-470 A-71 S-5
Task taken: ID-263 A-70 S-7
Task sleeping: ID-769 A-71 S-7
Task taken: ID-130 A-72 S-4
Task sleeping: ID-556 A-72 S-6
Task taken: ID-237 A-69 S-4
Task sleeping: ID-218 A-71 S-8
Task taken: ID-316 A-71 S-6
Task sleeping: ID-969 A-72 S-5
Task taken: ID-405 A-67 S-9
Task sleeping: ID-511 A-69 S-9
Task taken: ID-982 A-69 S-9
Task sleeping: ID-328 A-72 S-11
Task taken: ID-431 A-66 S-9
Task sleeping: ID-56 A-67 S-9
Task taken: ID-939 A-70 S-10
Task sleeping: ID-140 A-72 S-5
Task taken: ID-764 A-67 S-8
Task sleeping: ID-964 A-69 S-4
Task taken: ID-678 A-73 S-4
Task sleeping: ID-935 A-75 S-10
Task taken: ID-519 A-68 S-6
Task sleeping: ID-910 A-69 S-9
Task taken: ID-734 A-73 S-4
Task sleeping: ID-109 A-74 S-3
Task taken: ID-625 A-70 S-10
Task sleeping: ID-784 A-72 S-11
Task taken: ID-83 A-78 S-9
Task sleeping: ID-930 A-78 S-7
Task taken: ID-337 A-69 S-8
Task sleeping: ID-268 A-71 S-8
Task taken: ID-991 A-71 S-7
Task sleeping: ID-408 A-73 S-7
Task taken: ID-470 A-71 S-5
Task sleeping: ID-172 A-72 S-11
Task taken: ID-435 A-69 S-7
Task sleeping: ID-447 A-71 S-6
Task taken: ID-969 A-72 S-5
Task sleeping: ID-906 A-74 S-10
Task taken: ID-964 A-69 S-4
Task sleeping: ID-367 A-70 S-6
Task taken: ID-109 A-74 S-3
Task sleeping: ID-938 A-75 S-10
Task taken: ID-556 A-72 S-6
Task sleeping: ID-177 A-74 S-8
Task taken: ID-140 A-72 S-5
Task sleeping: ID-844 A-72 S-9
Task taken: ID-30 A-71 S-8
Task sleeping: ID-425 A-71 S-8
Task taken: ID-769 A-71 S-7
Task sleeping: ID-324 A-73 S-4
Task taken: ID-744 A-68 S-9
Task sleeping: ID-75 A-70 S-10
Task taken: ID-218 A-71 S-8
Task sleeping: ID-892 A-72 S-10
Task taken: ID-511 A-69 S-9
Task sleeping: ID-223 A-70 S-10
Task taken: ID-56 A-67 S-9
Task sleeping: ID-797 A-67 S-3
Task taken: ID-930 A-78 S-7
Task sleeping: ID-619 A-82 S-5
Task taken: ID-324 A-73 S-4
Task sleeping: ID-656 A-73 S-7
Task taken: ID-408 A-73 S-7
Task sleeping: ID-862 A-73 S-7
Task taken: ID-268 A-71 S-8
Task sleeping: ID-916 A-72 S-4
Task taken: ID-447 A-71 S-6
Task sleeping: ID-134 A-73 S-11
Task taken: ID-910 A-69 S-9
Task sleeping: ID-14 A-72 S-4
Task taken: ID-367 A-70 S-6
Task sleeping: ID-303 A-72 S-11
Task taken: ID-328 A-72 S-11
Task sleeping: ID-933 A-73 S-8
Task taken: ID-935 A-75 S-10
Task sleeping: ID-888 A-76 S-5
Task taken: ID-797 A-67 S-3
Task sleeping: ID-375 A-70 S-10
Task taken: ID-177 A-74 S-8
Task sleeping: ID-260 A-77 S-5
Task taken: ID-784 A-72 S-11
Task sleeping: ID-232 A-74 S-6
Task taken: ID-425 A-71 S-8
Task sleeping: ID-974 A-72 S-11
Task taken: ID-844 A-72 S-9
Task sleeping: ID-723 A-74 S-4
Task taken: ID-619 A-82 S-5
Task sleeping: ID-180 A-84 S-8
Task taken: ID-172 A-72 S-11
Task taken: ID-916 A-72 S-4
Task sleeping: ID-609 A-73 S-6
Task sleeping: ID-4 A-74 S-5
Task taken: ID-906 A-74 S-10
Task sleeping: ID-543 A-76 S-11
Task taken: ID-14 A-72 S-4
Task sleeping: ID-286 A-72 S-11
Task taken: ID-938 A-75 S-10
Task sleeping: ID-471 A-77 S-3
Task taken: ID-75 A-70 S-10
Task sleeping: ID-537 A-70 S-3
Task taken: ID-888 A-76 S-5
Task sleeping: ID-301 A-79 S-7
Task taken: ID-656 A-73 S-7
Task sleeping: ID-901 A-75 S-5
Task taken: ID-862 A-73 S-7
Task sleeping: ID-245 A-77 S-9
Task taken: ID-892 A-72 S-10
Task sleeping: ID-766 A-74 S-8
Task taken: ID-471 A-77 S-3
Task sleeping: ID-318 A-80 S-6
Task taken: ID-260 A-77 S-5
Task sleeping: ID-191 A-78 S-6
Task taken: ID-723 A-74 S-4
Task sleeping: ID-372 A-79 S-5
Task taken: ID-223 A-70 S-10
Task sleeping: ID-488 A-71 S-3
Task taken: ID-933 A-73 S-8
Task sleeping: ID-197 A-76 S-5
Task taken: ID-537 A-70 S-3
Task sleeping: ID-618 A-72 S-11
Task taken: ID-232 A-74 S-6
Task sleeping: ID-370 A-77 S-7
Task taken: ID-4 A-74 S-5
Task sleeping: ID-795 A-74 S-6
Task taken: ID-609 A-73 S-6
Task sleeping: ID-750 A-75 S-9
Task taken: ID-134 A-73 S-11
Task sleeping: ID-491 A-73 S-10
Task taken: ID-488 A-71 S-3
Task sleeping: ID-615 A-73 S-4
Task taken: ID-901 A-75 S-5
Task sleeping: ID-305 A-80 S-3
Task taken: ID-303 A-72 S-11
Task sleeping: ID-917 A-73 S-11
Task taken: ID-375 A-70 S-10
Task sleeping: ID-551 A-72 S-5
Task taken: ID-180 A-84 S-8
Task sleeping: ID-921 A-84 S-10
Task taken: ID-301 A-79 S-7
Task sleeping: ID-306 A-80 S-4
Task taken: ID-372 A-79 S-5
Task sleeping: ID-221 A-82 S-9
Task taken: ID-318 A-80 S-6
Task sleeping: ID-414 A-82 S-10
Task taken: ID-191 A-78 S-6
Task sleeping: ID-707 A-81 S-4
Task taken: ID-197 A-76 S-5
Task sleeping: ID-907 A-77 S-9
Task taken: ID-974 A-72 S-11
Task sleeping: ID-62 A-74 S-7
Task taken: ID-305 A-80 S-3
Task sleeping: ID-66 A-84 S-9
Task taken: ID-766 A-74 S-8
Task sleeping: ID-336 A-75 S-11
Task taken: ID-795 A-74 S-6
Task sleeping: ID-578 A-79 S-3
Task taken: ID-543 A-76 S-11
Task sleeping: ID-88 A-79 S-7
Task taken: ID-615 A-73 S-4
Task sleeping: ID-763 A-75 S-10
Task taken: ID-286 A-72 S-11
Task sleeping: ID-879 A-73 S-6
Task taken: ID-245 A-77 S-9
Task sleeping: ID-493 A-77 S-8
Task taken: ID-370 A-77 S-7
Task sleeping: ID-517 A-78 S-8
Task taken: ID-551 A-72 S-5
Task sleeping: ID-156 A-74 S-3
Task taken: ID-306 A-80 S-4
Task sleeping: ID-284 A-84 S-3
Task taken: ID-707 A-81 S-4
Task sleeping: ID-837 A-84 S-3
Task taken: ID-578 A-79 S-3
Task sleeping: ID-424 A-81 S-3
Task taken: ID-750 A-75 S-9
Task sleeping: ID-605 A-76 S-7
Task taken: ID-156 A-74 S-3
Task sleeping: ID-67 A-75 S-7
Task taken: ID-618 A-72 S-11
Task sleeping: ID-200 A-74 S-11
Task taken: ID-284 A-84 S-3
Task sleeping: ID-739 A-86 S-6
Task taken: ID-837 A-84 S-3
Task sleeping: ID-247 A-87 S-8
Task taken: ID-62 A-74 S-7
Task sleeping: ID-383 A-75 S-3
Task taken: ID-491 A-73 S-10
Task sleeping: ID-494 A-75 S-6
Task taken: ID-424 A-81 S-3
Task sleeping: ID-562 A-83 S-4
Task taken: ID-879 A-73 S-6
Task sleeping: ID-869 A-77 S-9
Task taken: ID-221 A-82 S-9
Task sleeping: ID-931 A-82 S-3
Task taken: ID-921 A-84 S-10
Task sleeping: ID-946 A-87 S-7
Task taken: ID-88 A-79 S-7
Task sleeping: ID-581 A-79 S-5
Task taken: ID-917 A-73 S-11
Task sleeping: ID-158 A-76 S-10
Task taken: ID-907 A-77 S-9
Task sleeping: ID-789 A-80 S-3
Task taken: ID-66 A-84 S-9
Task sleeping: ID-192 A-84 S-6
Task taken: ID-493 A-77 S-8
Task sleeping: ID-415 A-80 S-9
Task taken: ID-414 A-82 S-10
Task sleeping: ID-339 A-84 S-9
Task taken: ID-517 A-78 S-8
Task sleeping: ID-940 A-81 S-3
Task taken: ID-383 A-75 S-3
Task sleeping: ID-604 A-79 S-8
Task taken: ID-931 A-82 S-3
Task sleeping: ID-936 A-84 S-5
Task taken: ID-562 A-83 S-4
Task sleeping: ID-243 A-85 S-11
Task taken: ID-763 A-75 S-10
Task sleeping: ID-413 A-77 S-3
Task taken: ID-789 A-80 S-3
Task sleeping: ID-741 A-84 S-8
Task taken: ID-739 A-86 S-6
Task sleeping: ID-226 A-88 S-6
Task taken: ID-336 A-75 S-11
Task sleeping: ID-461 A-79 S-8
Task taken: ID-605 A-76 S-7
Task sleeping: ID-860 A-79 S-9
Task taken: ID-67 A-75 S-7
Task sleeping: ID-96 A-78 S-4
Task taken: ID-940 A-81 S-3
Task sleeping: ID-601 A-82 S-8
Task taken: ID-494 A-75 S-6
Task sleeping: ID-765 A-79 S-8
Task taken: ID-581 A-79 S-5
Task sleeping: ID-240 A-82 S-11
Task taken: ID-413 A-77 S-3
Task sleeping: ID-890 A-79 S-8
Task taken: ID-247 A-87 S-8
Task sleeping: ID-658 A-87 S-3
Task taken: ID-946 A-87 S-7
Task sleeping: ID-377 A-88 S-9
Task taken: ID-192 A-84 S-6
Task sleeping: ID-988 A-85 S-4
Task taken: ID-936 A-84 S-5
Task sleeping: ID-954 A-87 S-5
Task taken: ID-869 A-77 S-9
Task sleeping: ID-639 A-80 S-8
Task taken: ID-96 A-78 S-4
Task sleeping: ID-63 A-81 S-11
Task taken: ID-200 A-74 S-11
Task sleeping: ID-13 A-78 S-9
Task taken: ID-658 A-87 S-3
Task sleeping: ID-412 A-89 S-4
Task taken: ID-226 A-88 S-6
Task sleeping: ID-77 A-89 S-8
Task taken: ID-604 A-79 S-8
Task sleeping: ID-255 A-83 S-10
Task taken: ID-415 A-80 S-9
Task sleeping: ID-384 A-83 S-3
Task taken: ID-158 A-76 S-10
Task sleeping: ID-873 A-77 S-9
Task taken: ID-339 A-84 S-9
Task sleeping: ID-809 A-86 S-7
Task taken: ID-988 A-85 S-4
Task sleeping: ID-866 A-88 S-9
Task taken: ID-741 A-84 S-8
Task sleeping: ID-144 A-85 S-9
Task taken: ID-461 A-79 S-8
Task sleeping: ID-11 A-80 S-8
Task taken: ID-601 A-82 S-8
Task sleeping: ID-871 A-84 S-3
Task taken: ID-954 A-87 S-5
Task sleeping: ID-304 A-90 S-3
Task taken: ID-860 A-79 S-9
Task sleeping: ID-159 A-80 S-4
Task taken: ID-765 A-79 S-8
Task sleeping: ID-472 A-81 S-8
Task taken: ID-384 A-83 S-3
Task sleeping: ID-354 A-84 S-8
Task taken: ID-412 A-89 S-4
Task sleeping: ID-481 A-93 S-10
Task taken: ID-243 A-85 S-11
Task sleeping: ID-347 A-87 S-11
Task taken: ID-890 A-79 S-8
Task sleeping: ID-549 A-81 S-4
Task taken: ID-871 A-84 S-3
Task sleeping: ID-215 A-85 S-8
Task taken: ID-377 A-88 S-9
Task sleeping: ID-721 A-89 S-10
Task taken: ID-304 A-90 S-3
Task sleeping: ID-535 A-91 S-10
Task taken: ID-240 A-82 S-11
Task sleeping: ID-586 A-83 S-10
Task taken: ID-639 A-80 S-8
Task sleeping: ID-490 A-82 S-3
Task taken: ID-159 A-80 S-4
Task sleeping: ID-996 A-83 S-7
Task taken: ID-809 A-86 S-7
Task sleeping: ID-349 A-88 S-6
Task taken: ID-13 A-78 S-9
Task sleeping: ID-432 A-78 S-4
Task taken: ID-77 A-89 S-8
Task sleeping: ID-442 A-92 S-4
Task taken: ID-549 A-81 S-4
Task sleeping: ID-999 A-83 S-3
Task taken: ID-490 A-82 S-3
Task sleeping: ID-489 A-84 S-4
Task taken: ID-873 A-77 S-9
Task sleeping: ID-665 A-80 S-4
Task taken: ID-63 A-81 S-11
Task sleeping: ID-569 A-81 S-11
Task taken: ID-11 A-80 S-8
Task sleeping: ID-100 A-83 S-8
Task taken: ID-255 A-83 S-10
Task sleeping: ID-705 A-83 S-3
Task taken: ID-866 A-88 S-9
Task sleeping: ID-34 A-91 S-5
Task taken: ID-144 A-85 S-9
Task sleeping: ID-566 A-87 S-11
Task taken: ID-472 A-81 S-8
Task sleeping: ID-995 A-83 S-10
Task taken: ID-999 A-83 S-3
Task sleeping: ID-859 A-85 S-6
Task taken: ID-354 A-84 S-8
Task sleeping: ID-93 A-86 S-7
Task taken: ID-432 A-78 S-4
Task sleeping: ID-281 A-81 S-6
Task taken: ID-442 A-92 S-4
Task sleeping: ID-79 A-94 S-3
Task taken: ID-705 A-83 S-3
Task sleeping: ID-355 A-85 S-5
Task taken: ID-489 A-84 S-4
Task sleeping: ID-70 A-87 S-11
Task taken: ID-665 A-80 S-4
Task sleeping: ID-587 A-84 S-7
Task taken: ID-349 A-88 S-6
Task sleeping: ID-145 A-89 S-4
Task taken: ID-481 A-93 S-10
Task sleeping: ID-466 A-94 S-7
Task taken: ID-215 A-85 S-8
Task sleeping: ID-747 A-87 S-3
Task taken: ID-996 A-83 S-7
Task sleeping: ID-676 A-85 S-4
Task taken: ID-79 A-94 S-3
Task sleeping: ID-924 A-95 S-6
Task taken: ID-347 A-87 S-11
Task sleeping: ID-477 A-88 S-4
Task taken: ID-34 A-91 S-5
Task sleeping: ID-342 A-92 S-10
Task taken: ID-721 A-89 S-10
Task sleeping: ID-680 A-93 S-5
Task taken: ID-535 A-91 S-10
Task sleeping: ID-746 A-93 S-5
Task taken: ID-586 A-83 S-10
Task sleeping: ID-315 A-85 S-7
Task taken: ID-747 A-87 S-3
Task sleeping: ID-630 A-89 S-3
Task taken: ID-859 A-85 S-6
Task sleeping: ID-608 A-86 S-3
Task taken: ID-145 A-89 S-4
Task sleeping: ID-451 A-91 S-3
Task taken: ID-281 A-81 S-6
Task sleeping: ID-808 A-81 S-7
Task taken: ID-100 A-83 S-8
Task sleeping: ID-457 A-83 S-9
Task taken: ID-355 A-85 S-5
Task sleeping: ID-670 A-88 S-7
Task taken: ID-676 A-85 S-4
Task sleeping: ID-791 A-88 S-10
Task taken: ID-93 A-86 S-7
Task sleeping: ID-846 A-86 S-5
Task taken: ID-477 A-88 S-4
Task sleeping: ID-677 A-90 S-5
Task taken: ID-630 A-89 S-3
Task sleeping: ID-162 A-90 S-6
Task taken: ID-608 A-86 S-3
Task sleeping: ID-852 A-88 S-3
Task taken: ID-587 A-84 S-7
Task sleeping: ID-102 A-85 S-9
Task taken: ID-451 A-91 S-3
Task sleeping: ID-464 A-92 S-11
Task taken: ID-466 A-94 S-7
Task sleeping: ID-381 A-97 S-9
Task taken: ID-569 A-81 S-11
Task sleeping: ID-755 A-84 S-11
Task taken: ID-924 A-95 S-6
Task sleeping: ID-122 A-98 S-9
Task taken: ID-680 A-93 S-5
Task sleeping: ID-74 A-97 S-6
Task taken: ID-746 A-93 S-5
Task sleeping: ID-701 A-94 S-11
Task taken: ID-995 A-83 S-10
Task sleeping: ID-445 A-85 S-4
Task taken: ID-566 A-87 S-11
Task sleeping: ID-249 A-89 S-10
Task taken: ID-315 A-85 S-7
Task sleeping: ID-364 A-87 S-6
Task taken: ID-852 A-88 S-3
Task sleeping: ID-38 A-92 S-3
Task taken: ID-846 A-86 S-5
Task sleeping: ID-165 A-89 S-5
Task taken: ID-677 A-90 S-5
Task sleeping: ID-711 A-94 S-9
Task taken: ID-70 A-87 S-11
Task sleeping: ID-374 A-87 S-10
Task taken: ID-808 A-81 S-7
Task sleeping: ID-858 A-84 S-11
Task taken: ID-670 A-88 S-7
Task sleeping: ID-900 A-91 S-4
Task taken: ID-445 A-85 S-4
Task sleeping: ID-827 A-85 S-4
Task taken: ID-342 A-92 S-10
Task sleeping: ID-835 A-95 S-6
Task taken: ID-162 A-90 S-6
Task sleeping: ID-679 A-93 S-5
Task taken: ID-38 A-92 S-3
Task sleeping: ID-273 A-92 S-11
Task taken: ID-74 A-97 S-6
Task sleeping: ID-468 A-97 S-4
Task taken: ID-457 A-83 S-9
Task sleeping: ID-977 A-84 S-7
Task taken: ID-791 A-88 S-10
Task sleeping: ID-61 A-89 S-10
Task taken: ID-165 A-89 S-5
Task sleeping: ID-597 A-92 S-5
Task taken: ID-900 A-91 S-4
Task sleeping: ID-43 A-92 S-10
Task taken: ID-364 A-87 S-6
Task taken: ID-827 A-85 S-4
Task sleeping: ID-730 A-88 S-9
Task sleeping: ID-514 A-88 S-3
Task taken: ID-102 A-85 S-9
Task sleeping: ID-520 A-87 S-5
Task taken: ID-381 A-97 S-9
Task sleeping: ID-204 A-99 S-10
Task taken: ID-122 A-98 S-9
Task sleeping: ID-441 A-98 S-9
Task taken: ID-679 A-93 S-5
Task sleeping: ID-317 A-96 S-4
Task taken: ID-468 A-97 S-4
Task sleeping: ID-647 A-99 S-3
Task taken: ID-835 A-95 S-6
Task sleeping: ID-719 A-96 S-3
Task taken: ID-464 A-92 S-11
Task sleeping: ID-775 A-96 S-7
Task taken: ID-249 A-89 S-10
Task sleeping: ID-482 A-91 S-9
Task taken: ID-755 A-84 S-11
Task sleeping: ID-107 A-86 S-3
Task taken: ID-701 A-94 S-11
Task sleeping: ID-515 A-97 S-11
Task taken: ID-514 A-88 S-3
Task sleeping: ID-689 A-90 S-7
Task taken: ID-711 A-94 S-9
Task sleeping: ID-607 A-97 S-8
Task taken: ID-597 A-92 S-5
Task sleeping: ID-128 A-95 S-7
Task taken: ID-977 A-84 S-7
Task taken: ID-647 A-99 S-3
Task sleeping: ID-292 A-102 S-4
Task sleeping: ID-242 A-85 S-11
Task taken: ID-719 A-96 S-3
Task sleeping: ID-400 A-98 S-3
Task taken: ID-374 A-87 S-10
Task sleeping: ID-198 A-89 S-7
Task taken: ID-520 A-87 S-5
Task sleeping: ID-202 A-89 S-9
Task taken: ID-107 A-86 S-3
Task sleeping: ID-575 A-87 S-9
Task taken: ID-317 A-96 S-4
Task sleeping: ID-427 A-97 S-4
Task taken: ID-858 A-84 S-11
Task sleeping: ID-185 A-86 S-10
Task taken: ID-400 A-98 S-3
Task sleeping: ID-981 A-100 S-8
Task taken: ID-273 A-92 S-11
Task sleeping: ID-687 A-95 S-3
Task taken: ID-292 A-102 S-4
Task sleeping: ID-160 A-105 S-11
Task taken: ID-730 A-88 S-9
Task taken: ID-61 A-89 S-10
Task sleeping: ID-957 A-91 S-6
Task sleeping: ID-27 A-91 S-6
Task taken: ID-775 A-96 S-7
Task sleeping: ID-189 A-98 S-6
Task taken: ID-441 A-98 S-9
Task sleeping: ID-335 A-101 S-11
Task taken: ID-427 A-97 S-4
Task sleeping: ID-592 A-99 S-9
Task taken: ID-43 A-92 S-10
Task sleeping: ID-529 A-95 S-4
Task taken: ID-689 A-90 S-7
Task sleeping: ID-224 A-95 S-10
Task taken: ID-204 A-99 S-10
Task sleeping: ID-170 A-102 S-6
Task taken: ID-687 A-95 S-3
Task sleeping: ID-288 A-98 S-7
Task taken: ID-128 A-95 S-7
Task sleeping: ID-799 A-96 S-6
Task taken: ID-482 A-91 S-9
Task sleeping: ID-908 A-92 S-3
Task taken: ID-607 A-97 S-8
Task sleeping: ID-213 A-98 S-5
Task taken: ID-198 A-89 S-7
Task sleeping: ID-713 A-92 S-7
Task taken: ID-515 A-97 S-11
Task sleeping: ID-672 A-99 S-3
Task taken: ID-529 A-95 S-4
Task sleeping: ID-840 A-97 S-10
Task taken: ID-202 A-89 S-9
Task sleeping: ID-9 A-90 S-8
Task taken: ID-908 A-92 S-3
Task sleeping: ID-210 A-97 S-11
Task taken: ID-575 A-87 S-9
Task sleeping: ID-310 A-89 S-7
Task taken: ID-957 A-91 S-6
Task taken: ID-27 A-91 S-6
Task sleeping: ID-558 A-95 S-11
Task sleeping: ID-948 A-91 S-3
Task taken: ID-189 A-98 S-6
Task sleeping: ID-444 A-98 S-10
Task taken: ID-242 A-85 S-11
Task sleeping: ID-420 A-88 S-11
Task taken: ID-981 A-100 S-8
Task sleeping: ID-205 A-103 S-4
Task taken: ID-170 A-102 S-6
Task sleeping: ID-32 A-103 S-5
Task taken: ID-185 A-86 S-10
Task sleeping: ID-736 A-87 S-6
Task taken: ID-672 A-99 S-3
Task sleeping: ID-31 A-101 S-10
Task taken: ID-213 A-98 S-5
Task sleeping: ID-526 A-100 S-10
Task taken: ID-799 A-96 S-6
Task sleeping: ID-530 A-98 S-10
Task taken: ID-948 A-91 S-3
Task sleeping: ID-542 A-95 S-7
Task taken: ID-288 A-98 S-7
Task sleeping: ID-872 A-100 S-8
Task taken: ID-592 A-99 S-9
Task sleeping: ID-376 A-100 S-3
Task taken: ID-713 A-92 S-7
Task sleeping: ID-368 A-94 S-11
Task taken: ID-160 A-105 S-11
Task sleeping: ID-576 A-107 S-9
Task taken: ID-224 A-95 S-10
Task sleeping: ID-666 A-96 S-5
Task taken: ID-205 A-103 S-4
Task sleeping: ID-454 A-104 S-5
Task taken: ID-335 A-101 S-11
Task sleeping: ID-798 A-103 S-4
Task taken: ID-32 A-103 S-5
Task sleeping: ID-896 A-104 S-11
Task taken: ID-310 A-89 S-7
Task sleeping: ID-409 A-93 S-11
Task taken: ID-376 A-100 S-3
Task sleeping: ID-228 A-102 S-3
Task taken: ID-9 A-90 S-8
Task sleeping: ID-786 A-92 S-7
Task taken: ID-736 A-87 S-6
Task sleeping: ID-492 A-89 S-6
Task taken: ID-840 A-97 S-10
Task sleeping: ID-923 A-99 S-10
Task taken: ID-798 A-103 S-4
Task sleeping: ID-779 A-106 S-10
Task taken: ID-228 A-102 S-3
Task sleeping: ID-927 A-104 S-7
Task taken: ID-542 A-95 S-7
Task sleeping: ID-904 A-97 S-3
Task taken: ID-666 A-96 S-5
Task sleeping: ID-807 A-97 S-9
Task taken: ID-454 A-104 S-5
Task sleeping: ID-796 A-108 S-6
Task taken: ID-444 A-98 S-10
Task sleeping: ID-512 A-101 S-8
Task taken: ID-210 A-97 S-11
Task sleeping: ID-631 A-98 S-5
Task taken: ID-558 A-95 S-11
Task sleeping: ID-270 A-98 S-5
Task taken: ID-872 A-100 S-8
Task sleeping: ID-148 A-101 S-9
Task taken: ID-420 A-88 S-11
Task sleeping: ID-458 A-90 S-10
Task taken: ID-31 A-101 S-10
Task sleeping: ID-330 A-102 S-9
Task taken: ID-526 A-100 S-10
Task sleeping: ID-439 A-102 S-4
Task taken: ID-530 A-98 S-10
Task sleeping: ID-47 A-99 S-7
Task taken: ID-904 A-97 S-3
Task sleeping: ID-36 A-99 S-7
Task taken: ID-492 A-89 S-6
Task sleeping: ID-418 A-93 S-11
Task taken: ID-576 A-107 S-9
Task sleeping: ID-959 A-109 S-8
Task taken: ID-786 A-92 S-7
Task sleeping: ID-915 A-96 S-4
Task taken: ID-368 A-94 S-11
Task sleeping: ID-800 A-96 S-10
Task taken: ID-631 A-98 S-5
Task sleeping: ID-302 A-100 S-4
Task taken: ID-270 A-98 S-5
Task sleeping: ID-113 A-100 S-3
Task taken: ID-439 A-102 S-4
Task sleeping: ID-404 A-104 S-3
Task taken: ID-796 A-108 S-6
Task taken: ID-927 A-104 S-7
Task sleeping: ID-805 A-109 S-6
Task taken: ID-896 A-104 S-11
Task sleeping: ID-331 A-108 S-7
Task taken: ID-409 A-93 S-11
Task sleeping: ID-426 A-93 S-3
Task taken: ID-915 A-96 S-4
Task sleeping: ID-582 A-98 S-11
Task taken: ID-512 A-101 S-8
Task sleeping: ID-10 A-103 S-8
Task taken: ID-923 A-99 S-10
Task sleeping: ID-636 A-100 S-11
Task taken: ID-113 A-100 S-3
Task sleeping: ID-825 A-100 S-8
Task taken: ID-807 A-97 S-9
Task sleeping: ID-600 A-100 S-5
Task taken: ID-404 A-104 S-3
Task sleeping: ID-700 A-105 S-8
Task taken: ID-47 A-99 S-7
Task sleeping: ID-573 A-101 S-11
Task taken: ID-302 A-100 S-4
Task sleeping: ID-867 A-101 S-8
Task taken: ID-779 A-106 S-10
Task sleeping: ID-20 A-109 S-4
Task taken: ID-36 A-99 S-7
Task sleeping: ID-771 A-100 S-8
Task taken: ID-148 A-101 S-9
Task sleeping: ID-184 A-103 S-7
Task taken: ID-426 A-93 S-3
Task sleeping: ID-378 A-97 S-9
Task taken: ID-330 A-102 S-9
Task sleeping: ID-6 A-105 S-9
Task taken: ID-458 A-90 S-10
Task sleeping: ID-815 A-91 S-8
Task taken: ID-959 A-109 S-8
Task taken: ID-805 A-109 S-6
Task taken: ID-20 A-109 S-4
Task taken: ID-600 A-100 S-5
Task sleeping: ID-33 A-101 S-6
Task taken: ID-331 A-108 S-7
Task sleeping: ID-729 A-109 S-4
Task taken: ID-418 A-93 S-11
Task sleeping: ID-621 A-93 S-8
Task taken: ID-800 A-96 S-10
Task sleeping: ID-572 A-98 S-11
Task taken: ID-10 A-103 S-8
Task sleeping: ID-838 A-103 S-7
Task taken: ID-825 A-100 S-8
Task sleeping: ID-972 A-102 S-8
Task taken: ID-700 A-105 S-8
Task sleeping: ID-724 A-108 S-10
Task taken: ID-184 A-103 S-7
Task sleeping: ID-139 A-107 S-10
Task taken: ID-867 A-101 S-8
Task sleeping: ID-309 A-104 S-3
Task taken: ID-771 A-100 S-8
Task sleeping: ID-941 A-102 S-6
Task taken: ID-729 A-109 S-4
Task taken: ID-582 A-98 S-11
Task sleeping: ID-22 A-101 S-11
Task taken: ID-378 A-97 S-9
Task sleeping: ID-188 A-99 S-9
Task taken: ID-815 A-91 S-8
Task sleeping: ID-857 A-93 S-3
Task taken: ID-6 A-105 S-9
Task sleeping: ID-259 A-105 S-11
Task taken: ID-636 A-100 S-11
Task sleeping: ID-849 A-102 S-3
Task taken: ID-33 A-101 S-6
Task sleeping: ID-532 A-102 S-5
Task taken: ID-573 A-101 S-11
Task sleeping: ID-983 A-103 S-9
Task taken: ID-309 A-104 S-3
Task sleeping: ID-826 A-104 S-3
Task taken: ID-621 A-93 S-8
Task sleeping: ID-406 A-97 S-8
Task taken: ID-857 A-93 S-3
Task sleeping: ID-546 A-96 S-4
Task taken: ID-849 A-102 S-3
Task sleeping: ID-3 A-106 S-8
Task taken: ID-838 A-103 S-7
Task sleeping: ID-52 A-109 S-4
